#DEG_AC	#Gene_Name	#Gene_Ref	#Uniprot_ID	#COG	#Class	#Function	#Organism	#Refseq	#Condition
DNEGSCER	YOR219C	STE13	P33894	-	-	Dipeptidyl aminopeptidase; Golgi integral membrane protein that cleaves on the carboxyl side of repeating -X-Ala- sequences, required for maturation of alpha factor, transcription is induced by a-factor 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YER075C	PTP3	P40048	-	-	Phosphotyrosine-specific protein phosphatase; involved in the inactivation of mitogen-activated protein kinase (MAPK) during osmolarity sensing; dephosporylates Hog1p MAPK and regulates its localization; localized to the cytoplasm 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YGR056W	RSC1	P53236	-	-	Component of the RSC chromatin remodeling complex; required for expression of mid-late sporulation-specific genes; contains two essential bromodomains, a bromo-adjacent homology (BAH) domain, and an AT hook; RSC1 has a paralog, RSC2, that arose from the whole genome duplication 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YKL171W	NNK1	P36003	-	-	Protein kinase; implicated in proteasome function; interacts with TORC1, Ure2 and Gdh2; overexpression leads to hypersensitivity to rapamycin and nuclear accumulation of Gln3; epitope-tagged protein localizes to the cytoplasm 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YPR135W	CTF4	Q01454	-	-	Chromatin-associated protein; required for sister chromatid cohesion; interacts with DNA polymerase alpha (Pol1p) and may link DNA synthesis to sister chromatid cohesion 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YDR069C	DOA4	P32571	-	-	Ubiquitin hydrolase; deubiquitinates intralumenal vesicle (ILVs) cargo proteins; required for recycling ubiquitin from proteasome-bound ubiquitinated intermediates, acts at the late endosome/prevacuolar compartment to recover ubiquitin from ubiquitinated membrane proteins destined for the vacuole; DOA4 has a paralog, UBP5, that arose from the whole genome duplication 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YBR203W	COS111	P38308	-	-	Protein required for antifungal drug ciclopirox olamine resistance; not related to the subtelomerically-encoded COS family; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YCR037C	PHO87	P25360	-	-	Low-affinity inorganic phosphate (Pi) transporter; acts upstream of Pho81p in regulation of the PHO pathway; expression is independent of Pi concentration and Pho4p activity; contains 12 membrane-spanning segments; PHO87 has a paralog, PHO90, that arose from the whole genome duplication 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YER024W	YAT2	P40017	-	-	Carnitine acetyltransferase; has similarity to Yat1p, which is a carnitine acetyltransferase associated with the mitochondrial outer membrane 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YIL017C	VID28	P40547	-	-	GID Complex subunit, serves as adaptor for regulatory subunit Vid24p; protein involved in proteasome-dependent catabolite degradation of fructose-1,6-bisphosphatase (FBPase); localized to the nucleus and the cytoplasm 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YML111W	BUL2	Q03758	-	-	Component of the Rsp5p E3-ubiquitin ligase complex; involved in intracellular amino acid permease sorting, functions in heat shock element mediated gene expression, essential for growth in stress conditions; BUL2 has a paralog, BUL1, that arose from the whole genome duplication 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YBR033W	EDS1	P38073	-	-	Putative zinc cluster protein, predicted to be a transcription factor; not an essential gene; EDS1 has a paralog, RGT1, that arose from the whole genome duplication 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YBR017C	KAP104	P38217	-	-	Transportin or cytosolic karyopherin beta 2; functions in the rg-nuclear localization signal-mediated nuclear import/reimport of mRNA-binding proteins Nab2p and Hrp1p; regulates asymmetric protein synthesis in daughter cells during mitosis 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YLR148W	PEP3	P27801	-	-	Component of CORVET membrane tethering complex; vacuolar peripheral membrane protein that promotes vesicular docking/fusion reactions in conjunction with SNARE proteins, required for vacuolar biogenesis 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YDR103W	STE5	P32917	-	-	Pheromone-responsive MAPK scaffold protein; couples activation of the G-protein-coupled pheromone receptor to MAPK activation; intramolecular interaction of PH and VWA domains blocks activation of assembled signaling cascade components (Ste11p, Ste7p and Fus3p) under basal conditions; Gbeta-gamma (Ste4p-Ste18p)-dependent docking at the plasma membrane and binding of PI(4,5)P2 by the PH domain relieves autoinhibition, resulting in pheromone-dependent pathway activation 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YKR021W	ALY1	P36117	-	-	Alpha arrestin, substrate of calcineurin; controls nutrient-mediated intracellular sorting of permease Gap1p; interacts with AP-1 subunit Apl4p; dephosphorylation of Aly1p required for the endocytosis of Dip5p; may regulate endocytosis of plasma membrane proteins by recruiting ubiquitin ligase Rsp5p to plasma membrane targets; ALY1 has a paralog, ALY2, that arose from the whole genome duplication 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YMR273C	ZDS1	P50111	-	-	Protein with a role in regulating Swe1p-dependent polarized growth; involved in maintaining Cdc55p in the cytoplasm where it promotes mitotic entry; involved in mitotic exit through Cdc14p regulation; interacts with silencing proteins at telomeres; has a role in Bcy1p localization; implicated in mRNA nuclear export; ZDS1 has a paralog, ZDS2, that arose from the whole genome duplication 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YGL049C	TIF4632	P39936	-	-	Translation initiation factor eIF4G; subunit of the mRNA cap-binding protein complex (eIF4F) that also contains eIF4E (Cdc33p); associates with the poly(A)-binding protein Pab1p, also interacts with eIF4A (Tif1p); TIF4632 has a paralog, TIF4631, that arose from the whole genome duplication 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YOR113W	AZF1	P41696	-	-	Zinc-finger transcription factor; involved in diauxic shift; in the presence of glucose, activates transcription of genes involved in growth and carbon metabolism; in nonfermentable carbon sources, activates transcription of genes involved in maintenance of cell wall integrity; relocalizes to the cytosol in response to hypoxia 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YDR213W	UPC2	Q12151	-	-	Sterol regulatory element binding protein; induces sterol biosynthetic genes, upon sterol depletion; acts as a sterol sensor, binding ergosterol in sterol rich conditions; relocates from intracellular membranes to perinuclear foci upon sterol depletion; redundant activator of filamentation with ECM22, up-regulating the expression of filamentous growth genes; contains a Zn	Saccharomyces cerevisiae	559292	-
DNEGSCER	YER151C	UBP3	Q01477	-	-	Ubiquitin-specific protease involved in transport and osmotic response; negatively regulates Ras/PKA signaling; interacts with Bre5p to coregulate anterograde, retrograde transport between ER and Golgi; involved in transcription elongation in response to osmostress through phosphorylation at Ser695 by Hog1p; inhibitor of gene silencing; role in ribophagy; cleaves ubiquitin fusions but not polyubiquitin; protein abundance increases in response to DNA replication stress 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YLR309C	IMH1	Q06704	-	-	Protein involved in vesicular transport; mediates transport between an endosomal compartment and the Golgi, contains a Golgi-localization (GRIP) domain that interacts with activated Arl1p-GTP to localize Imh1p to the Golgi 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YGL141W	HUL5	P53119	-	-	Multiubiquitin chain assembly factor (E4); proteasome processivity factor that elongates polyUb chains on substrates, opposing Ubp6p, a branched polyubiquitin protease; required for retrograde transport of misfolded proteins during ERAD; required for ubiquitination of a subset of cytosolic misfolded proteins upon heat shock 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YKR089C	TGL4	P36165	-	-	Multifunctional lipase/hydrolase/phospholipase; triacylglycerol lipase, steryl ester hydrolase, and Ca2+-independent phospholipase A2; catalyzes acyl-CoA dependent acylation of LPA to PA; required with Tgl3p for timely bud formation; phosphorylated and activated by Cdc28p; TGL4 has a paralog, TGL5, that arose from the whole genome duplication 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YLL026W	HSP104	P31539	-	-	Disaggregase; heat shock protein that cooperates with Ydj1p (Hsp40) and Ssa1p (Hsp70) to refold and reactivate previously denatured, aggregated proteins; responsive to stresses including: heat, ethanol, and sodium arsenite; involved in 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YNL321W	VNX1	P42839	-	-	Calcium/H+ antiporter localized to the endoplasmic reticulum membrane; member of the calcium exchanger (CAX) family; potential Cdc28p substrate 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YBR289W	SNF5	P18480	-	-	Subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; functions interdependently in transcriptional activation with Snf2p and Snf6p; relocates to the cytosol under hypoxic conditions 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YDR409W	SIZ1	Q04195	-	-	SUMO E3 ligase; promotes attachment of small ubiquitin-related modifier sumo (Smt3p) to primarily cytoplasmic proteins; regulates Rsp5p ubiquitin ligase activity and is in turn itself regulated by Rsp5p; required for sumoylation of septins and histone H3 variant Cse4p, a prerequisite for STUbL-mediated Ub-dependent degradation; localizes to the septin ring; acts as an adapter between E2, Ubc9p and substrates; tends to compensate for survival of DNA damage in absence of Nfi1p 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YLR014C	PPR1	P07272	-	-	Zinc finger transcription factor; contains a Zn(2)-Cys(6) binuclear cluster domain, positively regulates transcription of URA1, URA3, URA4, and URA10, which are involved in de novo pyrimidine biosynthesis, in response to pyrimidine starvation; activity may be modulated by interaction with Tup1p 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YNL313C	EMW1	P42842	-	-	Essential conserved protein with a role in cell wall integrity; contains six TPR (tetratricopeptide repeat) domains clustered in the C-terminal region; conditional mutant is suppressed by overexpression of GFA1; protein abundance increases in response to DNA replication stress 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YIL047C	SYG1	P40528	-	-	Plasma membrane protein of unknown function; truncation and overexpression suppresses lethality of G-alpha protein deficiency 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YPR021C	AGC1	Q12482	-	-	Mitochondrial amino acid transporter; acts both as a glutamate uniporter and as an aspartate-glutamate exchanger; involved in nitrogen metabolism and nitrogen compound biosynthesis; human homolog SLC25A13 complements yeast null mutant 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YPR160W	GPH1	P06738	-	-	Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YDL154W	MSH5	Q12175	-	-	Protein of the MutS family; forms a dimer with Msh4p that facilitates crossovers between homologs during meiosis; msh5-Y823H mutation confers tolerance to DNA alkylating agents; homologs present in C	Saccharomyces cerevisiae	559292	-
DNEGSCER	YDR006C	SOK1	P40317	-	-	Protein of unknown function; overexpression suppresses the growth defect of mutants lacking protein kinase A activity; involved in cAMP-mediated signaling; localized to the nucleus; similar to the mouse testis-specific protein PBS13 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YLR373C	VID22	Q05934	-	-	Glycosylated integral membrane protein localized to plasma membrane; plays a role in fructose-1,6-bisphosphatase (FBPase) degradation; involved in FBPase transport from the cytosol to Vid (vacuole import and degradation) vesicles; VID22 has a paralog, ENV11, that arose from the whole genome duplication 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YKR009C	FOX2	Q02207	-	-	3-hydroxyacyl-CoA dehydrogenase and enoyl-CoA hydratase; multifunctional enzyme of the peroxisomal fatty acid beta-oxidation pathway; mutation is functionally complemented by human HSD17B4 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YDR466W	PKH3	Q03306	-	-	Protein kinase with similarity to mammalian PDK1 and yeast Pkh1p/Phk2p; yeast Pkh1p and Pkh2p are two redundant upstream activators of Pkc1p; identified as a multicopy suppressor of a pkh1 pkh2 double mutant 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YGL163C	RAD54	P32863	-	-	DNA-dependent ATPase that stimulates strand exchange; modifies the topology of double-stranded DNA; involved in the recombinational repair of double-strand breaks in DNA during vegetative growth and meiosis; member of the SWI/SNF family of DNA translocases; forms nuclear foci upon DNA replication stress 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YMR066W	SOV1	Q04748	-	-	Mitochondrial protein of unknown function 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YER047C	SAP1	P39955	-	-	Putative ATPase of the AAA family; interacts with the Sin1p transcriptional repressor in the two-hybrid system 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YOR371C	GPB1	Q08886	-	-	Multistep regulator of cAMP-PKA signaling; inhibits PKA downstream of Gpa2p and Cyr1p, thereby increasing cAMP dependency; promotes ubiquitin-dependent proteolysis of Ira2p; regulated by G-alpha protein Gpa2p; GPB1 has a paralog, GPB2, that arose from the whole genome duplication 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YDR074W	TPS2	P31688	-	-	Phosphatase subunit of the trehalose-6-P synthase/phosphatase complex; involved in synthesis of the storage carbohydrate trehalose; expression is induced by stress conditions and repressed by the Ras-cAMP pathway; protein abundance increases in response to DNA replication stress 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YDR096W	GIS1	Q03833	-	-	Histone demethylase and transcription factor; regulates genes during nutrient limitation; activity modulated by proteasome-mediated proteolysis; has JmjC and JmjN domain in N-terminus that interact, promoting stability and proper transcriptional activity; contains two transactivating domains downstream of Jmj domains and a C-terminal DNA binding domain; relocalizes to the cytosol in response to hypoxia; GIS1 has a paralog, RPH1, that arose from the whole genome duplication 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YLR382C	NAM2	P11325	-	-	Mitochondrial leucyl-tRNA synthetase; also has direct role in splicing of several mitochondrial group I introns; indirectly required for mitochondrial genome maintenance; human homolog LARS2 can complement yeast null mutant, and is implicated in Perrault syndrome 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YNR013C	PHO91	P27514	-	-	Low-affinity vacuolar phosphate transporter; exports phosphate from the vacuolar lumen to the cytosol; regulates phosphate and polyphosphate metabolism; acts upstream of Pho81p in regulation of the PHO pathway; localizes to sites of contact between the vacuole and mitochondria (vCLAMPs); deletion of pho84, pho87, pho89, pho90, and pho91 causes synthetic lethality; transcription independent of Pi and Pho4p activity; overexpression results in vigorous growth 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YPL249C	GYP5	Q12344	-	-	GTPase-activating protein (GAP) for yeast Rab family members; involved in ER to Golgi trafficking; exhibits GAP activity toward Ypt1p that is stimulated by Gyl1p, also acts on Sec4p; interacts with Gyl1p, Rvs161p and Rvs167p; involved in recruiting Rvs167p to the bud tip during polarized growth; relocalizes from bud neck to cytoplasm upon DNA replication stress; GYP5 has a paralog, GYL1, that arose from the whole genome duplication 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YLR092W	SUL2	Q12325	-	-	High affinity sulfate permease; sulfate uptake is mediated by specific sulfate transporters Sul1p and Sul2p, which control the concentration of endogenous activated sulfate intermediates 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YNR047W	FPK1	P53739	-	-	Ser/Thr protein kinase; phosphorylates several aminophospholipid translocase family members, regulating phospholipid translocation and membrane asymmetry; phosphorylates and inhibits upstream inhibitory kinase, Ypk1p; localizes to the cytoplasm, early endosome/TGN compartments and thplasma membrane; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone; FPK1 has a paralog, KIN82, that arose from the whole genome duplication 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YOR129C	AFI1	Q99222	-	-	Arf3p polarization-specific docking factor; required for the polarized distribution of the ADP-ribosylation factor, Arf3p; participates in polarity development and maintenance of a normal haploid budding pattern; interacts with Cnm7p 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YJR036C	HUL4	P40985	-	-	Protein with similarity to hect domain E3 ubiquitin-protein ligases; not essential for viability; found in association with Trf4 in TRAMP complex 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YNL233W	BNI4	P53858	-	-	Targeting subunit for Glc7p protein phosphatase; localized to the bud neck, required for localization of chitin synthase III to the bud neck via interaction with the chitin synthase III regulatory subunit Skt5p; phosphorylation by Slt2p and Kss1p involved in regulating Bni4p in septum assembly 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YMR054W	STV1	P37296	-	-	Subunit a of the vacuolar-ATPase V0 domain; one of two isoforms (Stv1p and Vph1p); Stv1p is located in V-ATPase complexes of the Golgi and endosomes while Vph1p is located in V-ATPase complexes of the vacuole 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YDR027C	VPS54	Q12071	-	-	Component of the GARP (Golgi-associated retrograde protein) complex; GARP is required for the recycling of proteins from endosomes to the late Golgi, and for mitosis after DNA damage induced checkpoint arrest; potentially phosphorylated by Cdc28p; members of the GARP complex are Vps51p-Vps52p-Vps53p-Vps54p 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YKR050W	TRK2	P28584	-	-	Component of the Trk1p-Trk2p potassium transport system; contributes to K(+) supply and maintenance of plasma-membrane potential; TRK2 has a paralog, TRK1, that arose from the whole genome duplication 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YLR357W	RSC2	Q06488	-	-	Component of the RSC chromatin remodeling complex; required for expression of mid-late sporulation-specific genes; involved in telomere maintenance; RSC2 has a paralog, RSC1, that arose from the whole genome duplication 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YER070W	RNR1	P21524	-	-	Major isoform of large subunit of ribonucleotide-diphosphate reductase; the RNR complex catalyzes rate-limiting step in dNTP synthesis, regulated by DNA replication and DNA damage checkpoint pathways via localization of small subunits; relative distribution to the nucleus increases upon DNA replication stress; RNR1 has a paralog, RNR3, that arose from the whole genome duplication 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YLR451W	LEU3	P08638	-	-	Zinc-knuckle transcription factor, repressor and activator; regulates genes involved in branched chain amino acid biosynthesis and ammonia assimilation; acts as a repressor in leucine-replete conditions and as an activator in the presence of alpha-isopropylmalate, an intermediate in leucine biosynthesis that accumulates during leucine starvation 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YDL117W	CYK3	Q07533	-	-	SH3-domain protein located in the bud neck and cytokinetic actin ring; relocalizes from bud neck to nucleus upon DNA replication stress; activates the chitin synthase activity of Chs2p during cytokinesis; suppressor of growth and cytokinesis defects of chs2 phospho-mutants 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YOR058C	ASE1	P50275	-	-	Mitotic spindle midzone-localized microtubule bundling protein; microtubule-associated protein (MAP) family member; required for spindle elongation and stabilization; undergoes cell cycle-regulated degradation by anaphase promoting complex; potential Cdc28p substrate; relative distribution to microtubules decreases upon DNA replication stress 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YDL194W	SNF3	P10870	-	-	Plasma membrane low glucose sensor, regulates glucose transport; high affinity sensor that contains 12 predicted transmembrane segments and a long C-terminal tail required for induction of hexose transporters; also senses fructose and mannose; SNF3 has a paralog, RGT2, that arose from the whole genome duplication 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YDR206W	EBS1	Q03466	-	-	Protein involved in translation inhibition and nonsense-mediated decay; interacts with cap binding protein Cdc33p and with Nam7p; localizes to P-bodies upon glucose starvation; mRNA abundance regulated by mRNA decay factors; EBS1 has a paralog, EST1, that arose from the whole genome duplication 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YLR318W	EST2	Q06163	-	-	Reverse transcriptase subunit of the telomerase holoenzyme; essential for telomerase core catalytic activity, involved in other aspects of telomerase assembly and function; mutations in human homolog are associated with aplastic anemia 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YHR056C	RSC30	P38781	-	-	Component of the RSC chromatin remodeling complex; non-essential gene required for regulation of ribosomal protein genes and the cell wall/stress response; null mutants are osmosensitive; RSC30 has a paralog, RSC3, that arose from the whole genome duplication 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YGR238C	KEL2	P50090	-	-	Protein that negatively regulates mitotic exit; forms a complex with Kel1p and Bud14p that regulates Bnr1p (formin) to affect actin cable assembly, cytokinesis, and polarized growth; functions in a complex with Kel1p, interacts with Tem1p and Lte1p; localizes to regions of polarized growth; potential Cdc28p substrate 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YJL078C	PRY3	P47033	-	-	Cell wall-associated protein involved in export of acetylated sterols; member of the CAP protein superfamily (cysteine-rich secretory proteins (CRISP), antigen 5, and pathogenesis related 1 proteins); role in mating efficiency; expression of full-length transcript is daughter cell-specific; in response to alpha factor, a short transcript starting at +452 is expressed and the long form is repressed by Ste12p 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YJL198W	PHO90	P39535	-	-	Low-affinity phosphate transporter; acts upstream of Pho81p in regulation of the PHO pathway; deletion of pho84, pho87, pho89, pho90, and pho91 causes synthetic lethality; transcription independent of Pi and Pho4p activity; overexpression results in vigorous growth; PHO90 has a paralog, PHO87, that arose from the whole genome duplication 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YKL073W	LHS1	P36016	-	-	Molecular chaperone of the endoplasmic reticulum lumen; involved in polypeptide translocation and folding; nucleotide exchange factor for the ER lumenal Hsp70 chaperone Kar2p; regulated by the unfolded protein response pathway 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YOR141C	ARP8	Q12386	-	-	Nuclear actin-related protein involved in chromatin remodeling; component of chromatin-remodeling enzyme complexes; has mRNA binding activity 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YOR211C	MGM1	P32266	-	-	Mitochondrial GTPase, present in complex with Ugo1p and Fzo1p; required for mitochondrial morphology, fusion, and genome maintenance; promotes membrane bending; exists as long and short form with different distributions; ratio of long to short forms is regulated by Psd1p; homolog of human OPA1 involved in autosomal dominant optic atrophy 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YPL248C	GAL4	P04386	-	-	DNA-binding transcription factor required for activating GAL genes; responds to galactose; repressed by Gal80p and activated by Gal3p 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YAL056W	GPB2	P39717	-	-	Multistep regulator of cAMP-PKA signaling; inhibits PKA downstream of Gpa2p and Cyr1p, thereby increasing cAMP dependency; inhibits Ras activity through direct interactions with Ira1p/2p; regulated by G-alpha protein Gpa2p; GPB2 has a paralog, GPB1, that arose from the whole genome duplication 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YJL056C	ZAP1	P47043	-	-	Zinc-regulated transcription factor; binds to zinc-responsive promoters to induce transcription of certain genes in presence of zinc, represses other genes in low zinc; regulates its own transcription; contains seven zinc-finger domains 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YLR386W	VAC14	Q06708	-	-	Enzyme regulator; involved in synthesis of phosphatidylinositol 3,5-bisphosphate, in control of trafficking of some proteins to the vacuole lumen via the MVB, and in maintenance of vacuole size and acidity; binds negative (Fig4p) and positive (Fab1p) regulators of PtdIns(3,5)P(2) to control endolysosome function; similar to mammalian Vac14p 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YML099C	ARG81	P05085	-	-	Zinc finger transcription factor involved in arginine-responsive genes; Zn(2)-Cys(6) binuclear cluster domain type; involved in the regulation of arginine-responsive genes; acts with Arg80p and Arg82p 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YLL013C	PUF3	Q07807	-	-	Protein of the mitochondrial outer surface; links the Arp2/3 complex with the mitochore during anterograde mitochondrial movement; also binds to and promotes degradation of mRNAs for select nuclear-encoded mitochondrial proteins 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YNL325C	FIG4	P42837	-	-	Phosphatidylinositol 3,5-bisphosphate (PtdIns	Saccharomyces cerevisiae	559292	-
DNEGSCER	YBR281C	DUG2	P38149	-	-	Component of glutamine amidotransferase (GATase II); forms a complex with Dug3p to degrade glutathione (GSH) and other peptides containing a gamma-glu-X bond in an alternative pathway to GSH degradation by gamma-glutamyl transpeptidase (Ecm38p) 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YFL003C	MSH4	P40965	-	-	Protein involved in meiotic recombination; required for normal levels of crossing over, colocalizes with Zip2p to discrete foci on meiotic chromosomes, has homology to bacterial MutS protein 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YDR186C	SND1	Q04007	-	-	Protein involved in SRP-independent targeting of substrates to the ER; component of an alternative ER targeting pathway that has partial functional redundancy with the GET pathway; preference for substrates with downstream transmembrane domains; interacts with Env10p/Snd2p and Pho88p/Snd3p; can compensate for loss of SRP; may interact with ribosomes, based on co-purification experiments; GFP-fusion protein localizes to the cytoplasm 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YPR194C	OPT2	Q06593	-	-	Oligopeptide transporter; localized to peroxisomes and affects glutathione redox homeostasis; also localizes to the plasma membrane (PM) and to the late Golgi, and has a role in maintenance of lipid asymmetry between the inner and outer leaflets of the PM; member of the OPT family, with potential orthologs in S	Saccharomyces cerevisiae	559292	-
DNEGSCER	YDR475C	JIP4	Q03361	-	-	Protein of unknown function; previously annotated as two separate ORFs, YDR474C and YDR475C, which were merged as a result of corrections to the systematic reference sequence; JIP4 has a paralog, YOR019W, that arose from the whole genome duplication 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YER032W	FIR1	P40020	-	-	Protein involved in 3' mRNA processing; interacts with Ref2p; APCC(Cdh1) substrate; potential Cdc28p substrate 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YNL049C	SFB2	P53953	-	-	Component of the Sec23p-Sfb2p heterodimer of the COPII vesicle coat; required for cargo selection during vesicle formation in ER to Golgi transport; homologous to Sfb3p; SFB2 has a paralog, SEC24, that arose from the whole genome duplication 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YDR285W	ZIP1	P31111	-	-	Transverse filament protein of the synaptonemal complex; required for normal levels of meiotic recombination and pairing between homologous chromosome during meiosis; required for meiotic recombination between non-allelc sites; potential Cdc28p substrate 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YLR240W	VPS34	P22543	-	-	Phosphatidylinositol (PI) 3-kinase that synthesizes PI-3-phosphate; forms membrane-associated signal transduction complex with Vps15p to regulate protein sorting; activated by the GTP-bound form of Gpa1p; a fraction is localized, with Vps15p, to nuclear pores at nucleus-vacuole junctions and may facilitate transcription elongation for genes positioned at the nuclear periphery 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YOR038C	HIR2	P32480	-	-	Subunit of HIR nucleosome assembly complex; involved in regulation of histone gene transcription; recruits Swi-Snf complexes to histone gene promoters; promotes heterochromatic gene silencing with Asf1p; relocalizes to the cytosol in response to hypoxia 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YJL094C	KHA1	P40309	-	-	Putative K+/H+ antiporter; has a probable role in intracellular cation homeostasis; localized to Golgi vesicles and detected in highly purified mitochondria in high-throughput studies 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YNL082W	PMS1	P14242	-	-	ATP-binding protein required for mismatch repair; required for both mitosis and meiosis; functions as a heterodimer with Mlh1p; binds double- and single-stranded DNA via its N-terminal domain, similar to E	Saccharomyces cerevisiae	559292	-
DNEGSCER	YCR030C	SYP1	P25623	-	-	Negative regulator of WASP-Arp23 complex; involved in endocytic site formation; directly inhibits Las17p stimulation of Arp23 complex-mediated actin assembly in vitro; may regulate assembly and disassembly of the septin ring; colocalizes and interacts with septin subunits; potential role in actin cytoskeletal organization 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YPL147W	PXA1	P41909	-	-	Subunit of heterodimeric peroxisomal ABC transport complex, with Pxa2p; required for import of long-chain fatty acids into peroxisomes; similar to human adrenoleukodystrophy transporters ABCD1and ABCD2, and ALD-related proteins; mutations in ABCD1 cause X-linked adrenoleukodystrophy (X-ALD), a peroxisomal disorder; human ABCD1 and ABCD2 can each partially complement yeast pxa1 pxa2 double null mutant 	Saccharomyces cerevisiae	559292	-
