#DEG_AC	#Gene_Name	#Gene_Ref	#Uniprot_ID	#COG	#Class	#Function	#Organism	#Refseq	#Condition
DEG2001	DEG20010306	GDI1	P39958	GI:6320983	-	GDP dissociation inhibitor, regulates vesicle traffic in secretory pathways by regulating the dissociation of GDP from the Sec4/Ypt/rab family of GTP binding proteins	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010307	LSM5	P40089	GI:6320994	-	Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010308	SCC4	P40090	GI:6320995	-	Subunit of cohesin loading factor (Scc2p-Scc4p), a complex required for the loading of cohesin complexes onto chromosomes; involved in establishing sister chromatid cohesion during double-strand break repair via phosphorylated histone H2AX	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010309	SPT15	P13393	GI:6320996	-	TATA-binding protein, general transcription factor that interacts with other factors to form the preinitiation complex at promoters, essential for viability	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010310	COG3	P40094	GI:6321005	-	Essential component of the conserved oligomeric Golgi complex (Cog1p through Cog8p), a cytosolic tethering complex that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010311	BUR6	P40096	GI:6321007	-	Subunit of a heterodimeric NC2 transcription regulator complex with Ncb2p; complex binds to TBP and can repress transcription by preventing preinitiation complex assembly or stimulate activated transcription; homologous to human NC2alpha	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010312	PAB1	P04147	GI:6321013	-	Poly(A) binding protein, part of the 3'-end RNA-processing complex, mediates interactions between the 5' cap structure and the 3' mRNA poly(A) tail, involved in control of poly(A) tail length, interacts with translation factor eIF-4G	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010313	CCA1	P21269	GI:6321016	-	ATP (CTP):tRNA-specific tRNA nucleotidyltransferase; different forms targeted to the nucleus, cytosol, and mitochondrion are generated via the use of multiple transcriptional and translational start sites	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010314	RAD3	P06839	GI:6321019	-	5' to 3' DNA helicase, involved in nucleotide excision repair and transcription; subunit of RNA polymerase II transcription initiation factor TFIIH; subunit of Nucleotide Excision Repair Factor 3 (NEF3); homolog of human XPD protein	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010315	BRR2	P32639	GI:6321020	-	RNA-dependent ATPase RNA helicase (DEIH box); required for disruption of U4/U6 base-pairing in native snRNPs to activate the spliceosome for catalysis; homologous to human U5-200kD	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010316	SPB4	P25808	GI:14318521	-	Putative ATP-dependent RNA helicase, nucleolar protein required for synthesis of 60S ribosomal subunits at a late step in the pathway; sediments with 66S pre-ribosomes in sucrose gradients	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010317	SEC4	P07560	GI:14318517	-	Secretory vesicle-associated Rab GTPase essential for exocytosis; associates with the exocyst component Sec15p and may regulate polarized delivery of transport vesicles to the exocyst at the plasma membrane	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010318	SMC1	P32908	GI:14318514	-	Subunit of the multiprotein cohesin complex, essential protein involved in chromosome segregation and in double-strand DNA break repair; SMC chromosomal ATPase family member, binds DNA with a preference for DNA with secondary structure	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010319	CDC4	P07834	GI:14318513	-	F-box protein required for G1/S and G2/M transition, associates with Skp1p and Cdc53p to form a complex, SCFCdc4, which acts as ubiquitin-protein ligase directing ubiquitination of the phosphorylated CDK inhibitor Sic1p	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010320	GNA1	P43577	GI:14318503	-	Evolutionarily conserved glucosamine-6-phosphate acetyltransferase required for multiple cell cycle events including passage through START, DNA synthesis, and mitosis; involved in UDP-N-acetylglucosamine synthesis, forms GlcNAc6P from AcCoA	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010321	SMX2	P40204	GI:14318502	-	Core Sm protein Sm G; part of heteroheptameric complex (with Smb1p, Smd1p, Smd2p, Smd3p, Sme1p, and Smx3p) that is part of the spliceosomal U1, U2, U4, and U5 snRNPs; homolog of human Sm G	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010322	FRS2	P15625	GI:14318497	-	Alpha subunit of cytoplasmic phenylalanyl-tRNA synthetase, forms a tetramer with Frs1p to form active enzyme; evolutionarily distant from mitochondrial phenylalanyl-tRNA synthetase based on protein sequence, but substrate binding is similar	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010323	EPL1	P43572	GI:14318495	-	Component of NuA4, which is an essential histone H4/H2A acetyltransferase complex; homologous to Drosophila Enhancer of Polycomb	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010324	CAK1	P43568	GI:14318490	-	Cyclin-dependent kinase-activating kinase required for passage through the cell cycle, phosphorylates and activates Cdc28p; nucleotide-binding pocket differs significantly from those of most other protein kinases	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010325	MOB2	P43563	GI:14318483	-	Component of the RAM signaling network, localizes and activates the Ace2p in the daughter cell nucleus to direct daughter cell-specific transcription of several genes involved in cell separation; Mob1p-like protein	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010326	TUB2	P02557	GI:14318481	-	Beta-tubulin; associates with alpha-tubulin (Tub1p and Tub3p) to form tubulin dimer, which polymerizes to form microtubules	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010327	YPT1	P01123	GI:14318480	-	Ras-like small GTPase, involved in the ER-to-Golgi step of the secretory pathway; complex formation with the Rab escort protein Mrs6p is required for prenylation of Ypt1p by protein geranylgeranyltransferase type II (Bet2p-Bet4p)	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010328	ACT1	P60010	GI:14318479	-	Actin, structural protein involved in cell polarization, endocytosis, and other cytoskeletal functions	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010329	SEC53	P07283	GI:14318474	-	Phosphomannomutase, involved in synthesis of GDP-mannose and dolichol-phosphate-mannose; required for folding and glycosylation of secretory proteins in the ER lumen	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010330	NIC96	P34077	GI:14318524	-	Component of the nuclear pore complex, required for nuclear pore formation; forms a subcomplex with Nsp1p, Nup57p, and Nup49p	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010331	YPI1	P43587	GI:14318525	-	Inhibitor of the type I protein phosphatase Glc7p, which is involved in regulation of a variety of metabolic processes; overproduction causes decreased cellular content of glycogen	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010332	RPN11	P43588	GI:14318526	-	Metalloprotease subunit of the 19S regulatory particle of the 26S proteasome lid; couples the deubiquitination and degradation of proteasome substrates	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010333	SAD1	P43589	GI:14318527	-	Conserved zinc-finger domain protein involved in pre-mRNA splicing, required for assembly of U4 snRNA into the U4/U6 particle	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010334	ECO1	P43605	GI:14318550	-	Acetyltransferase required for Smc3p acetylation during the establishment of sister chromatid cohesion during DNA replication; required in response to double-strand breaks and during postreplicative double-strand break repair	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010335	CDC14	Q00684	GI:14318551	-	Protein phosphatase required for mitotic exit; located in the nucleolus until liberated by the FEAR and Mitotic Exit Network in anaphase, enabling it to act on key substrates to effect a decrease in CDK/B-cyclin activity and mitotic exit	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010336	PTR3	P43606	GI:14318552	-	Component of the SPS plasma membrane amino acid sensor system (Ssy1p-Ptr3p-Ssy5p), which senses external amino acid concentration and transmits intracellular signals that result in regulation of expression of amino acid permease genes	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010337	SMC2	P38989	GI:14318554	-	Subunit of the condensin complex; essential SMC chromosomal ATPase family member that forms a complex with Smc4p to form the active ATPase; Smc2p/Smc4p complex binds DNA; required for clustering of tRNA genes at the nucleolus	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010338	RSC8	P43609	GI:14318562	-	Component of the RSC chromatin remodeling complex; essential for viability and mitotic growth; homolog of SWI/SNF subunit Swi3p, but unlike Swi3p, does not activate transcription of reporters	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010339	KEG1	P43614	GI:14318567	-	Integral membrane protein of the ER; physically interacts with Kre6p; has a role in the synthesis of beta-1,6-glucan in the cell wall; required for cell viability	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010340	PRE4	P30657	GI:14318575	-	Beta 7 subunit of the 20S proteasome	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010341	RET2	P43621	GI:14318576	-	Delta subunit of the coatomer complex (COPI), which coats Golgi-derived transport vesicles; involved in retrograde transport between Golgi and ER	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010342	RPN12	P32496	GI:14318577	-	Subunit of the 19S regulatory particle of the 26S proteasome lid; synthetically lethal with RPT1, which is an ATPase component of the 19S regulatory particle; physically interacts with Nob1p and Rpn3p	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010343	ERG26	P53199	GI:6321437	-	C-3 sterol dehydrogenase, catalyzes the second of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010344	PMA1	P05030	GI:6321430	-	Plasma membrane H+-ATPase, pumps protons out of the cell; major regulator of cytoplasmic pH and plasma membrane potential; part of the P2 subgroup of cation-transporting ATPases	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010345	SCL1	P21243	GI:6321427	-	Alpha 1 subunit of the 20S proteasome involved in the degradation of ubiquitinated substrates; 20S proteasome is the core complex of the 26S proteasome; essential for growth; detected in the mitochondria	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010346	PUF4	P25339	GI:6321424	-	Member of the PUF protein family, which is defined by the presence of Pumilio homology domains that confer RNA binding activity; preferentially binds mRNAs encoding nucleolar ribosomal RNA-processing factors	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010347	JAC1	P53193	GI:6321420	-	Specialized J-protein that functions with Hsp70 in Fe-S cluster biogenesis in mitochondria, involved in iron metabolism; contains a J domain typical to J-type chaperones; localizes to the mitochondrial matrix	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010348	STT3	P39007	GI:6321416	-	Subunit of the oligosaccharyltransferase complex of the ER lumen, which catalyzes asparagine-linked glycosylation of newly synthesized proteins; forms a subcomplex with Ost3p and Ost4p and is directly involved in catalysis	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010349	RPL30	P14120	GI:6321408	-	Protein component of the large (60S) ribosomal subunit, has similarity to rat L30 ribosomal protein; involved in pre-rRNA processing in the nucleolus; autoregulates splicing of its transcript	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010350	HEM2	P05373	GI:6321398	-	Aminolevulinate dehydratase, a homo-octameric enzyme, catalyzes the conversion of 5-aminolevulinate to porphobilinogen, the second step in heme biosynthesis; enzymatic activity is zinc-dependent; localizes to the cytoplasm and nucleus	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010351	RNA15	P25299	GI:6321394	-	Cleavage and polyadenylation factor I (CF I) component involved in cleavage and polyadenylation of mRNA 3' ends; interacts with the A-rich polyadenylation signal in complex with Rna14p and Hrp1p	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010352	ALG13	P53178	GI:6321391	-	Catalytic component of UDP-GlcNAc transferase, required for the second step of dolichyl-linked oligosaccharide synthesis; anchored to the ER membrane via interaction with Alg14p; similar to bacterial and human glycosyltransferases	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010353	RPT6	Q01939	GI:6321390	-	One of six ATPases of the 19S regulatory particle of the 26S proteasome involved in the degradation of ubiquitinated substrates; bound by ubiquitin-protein ligases Ubr1p and Ufd4p; localized mainly to the nucleus throughout the cell cycle	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010354	OLE1	P21147	GI:6321383	-	Delta(9) fatty acid desaturase, required for monounsaturated fatty acid synthesis and for normal distribution of mitochondria	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010355	DUO1	P53168	GI:6321377	-	Essential subunit of the Dam1 complex (aka DASH complex), couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010356	ALG2	P43636	GI:6321373	-	Mannosyltransferase that catalyzes two consecutive steps in the N-linked glycosylation pathway; alg2 mutants exhibit temperature-sensitive growth and abnormal accumulation of the lipid-linked oligosaccharide Man2GlcNAc2-PP-Dol	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010357	MNP1	P53163	GI:6321369	-	Protein associated with the mitochondrial nucleoid; putative mitochondrial ribosomal protein with similarity to E. coli L7/L12 ribosomal protein; required for normal respiratory growth	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010358	HSF1	P10961	GI:6321364	-	Trimeric heat shock transcription factor, activates multiple genes in response to stresses that include hyperthermia; recognizes variable heat shock elements (HSEs) consisting of inverted NGAAN repeats; posttranslationally regulated	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010359	MPS2	P53159	GI:6321363	-	Essential membrane protein localized at the nuclear envelope and spindle pole body (SPB), required for insertion of the newly duplicated SPB into the nuclear envelope; potentially phosphorylated by Cdc28p	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010360	NBP35	P52920	GI:6321347	-	Essential iron-sulfur cluster binding protein localized in the cytoplasm; forms a complex with Cfd1p that is involved in iron-sulfur protein assembly in the cytosol; similar to P-loop NTPases	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010361	NUP145	P49687	GI:6321346	-	Essential nucleoporin, catalyzes its own cleavage in vivo to generate a C-terminal fragment that assembles into the Nup84p subcomplex of the nuclear pore complex, and an N-terminal fragment of unknown function that is homologous to Nup100p	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010362	SPC105	P53148	GI:6321345	-	Protein required for accurate chromosome segregation, localizes to the nuclear side of the spindle pole body; forms a complex with Ydr532cp	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010363	SRM1	P21827	GI:6321341	-	Nucleotide exchange factor for Gsp1p, localizes to the nucleus, required for nucleocytoplasmic trafficking of macromolecules; suppressor of the pheromone response pathway; potentially phosphorylated by Cdc28p	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010364	USE1	P53146	GI:6321340	-	Essential SNARE protein localized to the ER, involved in retrograde traffic from the Golgi to the ER; forms a complex with the SNAREs Sec22p, Sec20p and Ufe1p	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010365	LSG1	P53145	GI:6321339	-	Putative GTPase involved in 60S ribosomal subunit biogenesis; required for the release of Nmd3p from 60S subunits in the cytoplasm	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010366	RPL28	P02406	GI:6321335	-	Ribosomal protein of the large (60S) ribosomal subunit, has similarity to E. coli L15 and rat L27a ribosomal proteins; may have peptidyl transferase activity; can mutate to cycloheximide resistance	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010367	NSA1	P53136	GI:6321327	-	Constituent of 66S pre-ribosomal particles, involved in 60S ribosomal subunit biogenesis	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010368	TAF6	P53040	GI:6321326	-	Subunit (60 kDa) of TFIID and SAGA complexes, involved in transcription initiation of RNA polymerase II and in chromatin modification, similar to histone H4	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010369	SLD3	P53135	GI:6321325	-	Protein involved in the initiation of DNA replication, required for proper assembly of replication proteins at the origins of replication; interacts with Cdc45p	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010370	CDC20	P26309	GI:6321322	-	Cell-cycle regulated activator of anaphase-promoting complex/cyclosome (APC/C), which is required for metaphase/anaphase transition; directs ubiquitination of mitotic cyclins, Pds1p, and other anaphase inhibitors; potential Cdc28p substrate	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010371	PRP43	P53131	GI:6321318	-	RNA helicase in the DEAH-box family, functions in both RNA polymerase I and polymerase II transcript metabolism, involved in release of the lariat-intron from the spliceosome	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010372	NAB2	P32505	GI:6321316	-	Nuclear polyadenylated RNA-binding protein required for nuclear mRNA export and poly(A) tail length control; binds nuclear pore protein Mlp1p; autoregulates mRNA levels; related to human hnRNPs; nuclear localization sequence binds Kap104p	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010373	RPS2	P25443	GI:6321315	-	Protein component of the small (40S) subunit, essential for control of translational accuracy; phosphorylation by C-terminal domain kinase I (CTDK-I) enhances translational accuracy; similar to E. coli S5 and rat S2 ribosomal proteins	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010374	CWC23	P52868	GI:37362651	-	Component of a complex containing Cef1p, putatively involved in pre-mRNA splicing; has similarity to E. coli DnaJ and other DnaJ-like proteins and to S. pombe Cwf23p	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010375	CEG1	Q01159	GI:6321308	-	Alpha (guanylyltransferase) subunit of the mRNA capping enzyme, a heterodimer (the other subunit is CET1, an RNA 5'-triphophatase) involved in adding the 5' cap to mRNA; the mammalian enzyme is a single bifunctional polypeptide	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010376	SEC27	P41811	GI:6321301	-	Essential beta'-coat protein of the COPI coatomer, involved in ER-to-Golgi and Golgi-to-ER transport; contains WD40 domains that mediate cargo selective interactions; 45% sequence identity to mammalian beta'-COP	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010377	GPI10	P30777	GI:6321296	-	Integral membrane protein involved in glycosylphosphatidylinositol (GPI) anchor synthesis; putative alpha 1,2 mannosyltransferase required for addition of the third mannose onto the GPI core structure; human PIG-Bp is a functional homolog	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010378	TIP20	P33891	GI:14318435	-	Peripheral membrane protein required for fusion of COPI vesicles with the ER, prohibits back-fusion of COPII vesicles with the ER, may act as a sensor for vesicles at the ER membrane; interacts with Sec20p	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010379	INO80	P53115	GI:6321289	-	ATPase that forms a large complex, containing actin and several actin-related proteins, that has chromatin remodeling activity and 3' to 5' DNA helicase activity in vitro; shows similarity to the Snf2p family of ATPases	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010380	CDC43	P18898	GI:6321283	-	Beta subunit of geranylgeranyltransferase type I, catalyzes geranylgeranylation to the cysteine residue in proteins containing a C-terminal CaaX sequence ending in Leu or Phe; has substrates important for morphogenesis	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010381	CUP2	P15315	GI:6321272	-	Copper-binding transcription factor; activates transcription of the metallothionein genes CUP1-1 and CUP1-2 in response to elevated copper concentrations	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010382	SUA5	P32579	GI:6321269	-	Single-stranded telomeric DNA-binding protein, required for normal telomere length; null mutant lacks N6-threonylcarbamoyl adenosine (t6A) modification in the anticodon loop of ANN-decoding tRNA; member of conserved YrdC/Sua5 family	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010383	ROK1	P45818	GI:6321267	-	ATP-dependent RNA helicase of the DEAD box family; required for 18S rRNA synthesis	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010384	NUP49	Q02199	GI:6321266	-	Subunit of the Nsp1p-Nup57p-Nup49p-Nic96p subcomplex of the nuclear pore complex (NPC), required for nuclear export of ribosomes	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010385	ATG1	P53104	GI:6321258	-	Protein ser/thr kinase required for vesicle formation in autophagy and the cytoplasm-to-vacuole targeting (Cvt) pathway; structurally required for phagophore assembly site formation; during autophagy forms a complex with Atg13p and Atg17p	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010386	RPS26A	P39938	GI:6321249	-	Protein component of the small (40S) ribosomal subunit; nearly identical to Rps26Bp and has similarity to rat S26 ribosomal protein	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010387	MCM6	P53091	GI:41629691	-	Protein involved in DNA replication; component of the Mcm2-7 hexameric complex that binds chromatin as a part of the pre-replicative complex	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010388	SPT16	P32558	GI:6321231	-	Subunit of the heterodimeric FACT complex (Spt16p-Pob3p), facilitates RNA Polymerase II transcription elongation through nucleosomes by destabilizing and then reassembling nucleosome structure	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010389	VRG4	P40107	GI:6321213	-	Golgi GDP-mannose transporter; regulates Golgi function and glycosylation in Golgi	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010390	SEC15	P22224	GI:6321204	-	Essential 113kDa subunit of the exocyst complex (Sec3p, Sec5p, Sec6p, Sec8p, Sec10p, Sec15p, Exo70p, and Exo84p), which mediates polarized targeting of vesicles to active sites of exocytosis; Sec15p associates with Sec4p and vesicles	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010391	CSE1	P33307	GI:6321198	-	Nuclear envelope protein that mediates the nuclear export of importin alpha (Srp1p), homolog of metazoan CAS protein, required for accurate chromosome segregation	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010392	GUS1	P46655	GI:37362649	-	Glutamyl-tRNA synthetase (GluRS), forms a complex with methionyl-tRNA synthetase (Mes1p) and Arc1p; complex formation increases the catalytic efficiency of both tRNA synthetases and ensures their correct localization to the cytoplasm	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010393	BRR6	P53062	GI:6321190	-	Essential nuclear envelope integral membrane protein required for nuclear transport; depletion alters nucleoporin distribution and nuclear envelope morphology, suggesting a role in the spatial organization of nuclear pores	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010394	SWC4	P53201	GI:6321439	-	Component of the Swr1p complex that incorporates Htz1p into chromatin; component of the NuA4 histone acetyltransferase complex	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010395	TFG2	P41896	GI:6321442	-	TFIIF (Transcription Factor II) middle subunit; involved in both transcription initiation and elongation of RNA polymerase II; homologous to human RAP30	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010396	SEC9	P40357	GI:6321446	-	t-SNARE protein important for fusion of secretory vesicles with the plasma membrane; similar to but not functionally redundant with Spo20p; SNAP-25 homolog	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010397	SNU71	P53207	GI:6321450	-	Component of U1 snRNP required for mRNA splicing via spliceosome; yeast specific, no metazoan counterpart	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010398	THG1	P53215	GI:6321461	-	tRNAHis guanylyltransferase, adds a guanosine residue to the 5' end of tRNAHis after transcription and RNase P cleavage; couples nuclear division and migration to cell budding and cytokinesis; essential enzyme conserved among eukaryotes	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010399	ERV1	P27882	GI:6681846	-	Flavin-linked sulfhydryl oxidase of the mitochondrial intermembrane space (IMS), oxidizes Mia40p as part of a disulfide relay system that promotes IMS retention of imported proteins; ortholog of human hepatopoietin (ALR)	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010400	POP6	P53218	GI:6321467	-	Subunit of both RNase MRP, which cleaves pre-rRNA, and nuclear RNase P, which cleaves tRNA precursors to generate mature 5' ends	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010401	TAM41	P53230	GI:6321483	-	Mitochondrial protein involved in protein import into the mitochondrial matrix; maintains the functional integrity of the TIM23 protein translocator complex; viability of null mutant is strain-dependent; mRNA is targeted to the bud	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010402	TFC4	P33339	GI:6321484	-	One of six subunits of the RNA polymerase III transcription initiation factor complex (TFIIIC); part of the TauA domain of TFIIIC that binds BoxA DNA promoter sites of tRNA and similar genes; has TPR motifs; human homolog is TFIIIC-102	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010403	UFD1	P53044	GI:6321485	-	Protein that interacts with Cdc48p and Npl4p, involved in recognition of polyubiquitinated proteins and their presentation to the 26S proteasome for degradation; involved in transporting proteins from the ER to the cytosol	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010404	ERG25	P53045	GI:6321497	-	C-4 methyl sterol oxidase, catalyzes the first of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis; mutants accumulate the sterol intermediate 4,4-dimethylzymosterol	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010405	VHT1	P53241	GI:6321502	-	High-affinity plasma membrane H+-biotin (vitamin H) symporter; mutation results in fatty acid auxotrophy; 12 transmembrane domain containing major facilitator subfamily member; mRNA levels negatively regulated by iron deprivation and biotin	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010406	SMD1	Q02260	GI:6321510	-	Core Sm protein Sm D1; part of heteroheptameric complex (with Smb1p, Smd2p, Smd3p, Sme1p, Smx3p, and Smx2p) that is part of the spliceosomal U1, U2, U4, and U5 snRNPs; homolog of human Sm D1	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010407	PRP38	Q00723	GI:6321512	-	Unique component of the U4/U6.U5 tri-snRNP particle, required for conformational changes which result in the catalytic activation of the spliceosome; dispensible for spliceosome assembly	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010408	TOM20	P35180	GI:6321519	-	Component of the TOM (translocase of outer membrane) complex responsible for recognition and initial import steps for all mitochondrially directed proteins; acts as a receptor for incoming precursor proteins	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010409	GCD2	P12754	GI:6321520	-	Delta subunit of the translation initiation factor eIF2B, the guanine-nucleotide exchange factor for eIF2; activity subsequently regulated by phosphorylated eIF2; first identified as a negative regulator of GCN4 expression	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010410	UTP22	P53254	GI:6321527	-	Possible U3 snoRNP protein involved in maturation of pre-18S rRNA, based on computational analysis of large-scale protein-protein interaction data	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010411	PRP31	P49704	GI:6321528	-	Splicing factor, component of the U4/U6-U5 snRNP complex	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010412	VAS1	P07806	GI:6321531	-	Mitochondrial and cytoplasmic valyl-tRNA synthetase	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010413	RRP46	P53256	GI:37362654	-	Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; has similarity to E. coli RNase PH and to human hRrp46p (EXOSC5)	Saccharomyces cerevisiae	559292	Rich medium
DEG2001	DEG20010414	ESP1	Q03018	GI:6321535	-	Separase, a caspase-like cysteine protease that promotes sister chromatid separation by mediating dissociation of the cohesin Scc1p from chromatin; inhibits protein phosphatase 2A-Cdc55p to promote mitotic exit; inhibited by Pds1p	Saccharomyces cerevisiae	559292	Rich medium
